Customer Satisfaction,Incentive
-1.2824474464694786,1.010512982943434
0.4252978031052139,2.281042846013932
1.9530695462210692,4.415053038102229
2.625838018592235,10.563600137660655
-1.426332674826863,0.6273646151623553
-1.311431980379474,-1.0680813636809674
2.823459768432226,9.011908227853546
2.346605171456381,8.508772764206132
1.2109537892745488,3.713281786793147
-2.631664301056035,1.090138507301395
2.794937189600656,8.632560397892178
1.4497161296402652,5.135536045782558
0.4905206193248115,2.513719266288926
2.4098599368433837,8.962119816090832
0.0723539654844072,1.8601761401539088
-1.6028371304564597,-0.19286142073176
-0.761147925104317,1.52893355379489
2.882010753043967,10.724059280796707
0.8536928951047296,2.236166832808826
1.8876982149335664,7.088427844907936
-0.8657135196949421,1.4605248422777095
-1.3219164316466756,0.6792290226970802
1.6078253394112512,6.07287054190452
-2.705343229718822,-0.2941921498328099
-1.5806130979901896,1.411040744804238
-2.1216482560879486,1.886680933727793
0.8933788794962192,4.114510863740391
-2.7428572045524877,2.52545170082655
1.1910199210903798,4.251864257857708
1.3863499992977104,5.19454455110414
2.7799938284058623,9.883600314838038
-2.6259061322769783,1.3672284213635566
-0.4255643015185804,0.4464896217979992
-0.387291483245229,1.560865182048833
-0.7514805363519743,1.4749459314229816
1.2650856878561738,5.058420049737878
0.1429781926310251,2.762111657039167
-0.3351276302037833,0.9540217613395404
0.8932372879174464,3.986396312794387
-2.992862946904012,2.775801574130691
1.3217577791085429,4.422616888982399
-2.277587538117359,-0.2815050489856801
-2.04209475560434,1.7056248505573932
-2.671788290120525,2.1755604784602847
2.3343081536269707,7.051040192536059
-1.933657059923212,0.3035203394566735
-0.0294881466984984,1.267276413545743
0.8264128489223777,3.9987130972041007
0.1234414060678599,2.184906353546684
-0.5723625868858893,1.654633153368841
-2.851461492198037,3.862210938105536
1.910582947833296,9.121320713890206
-2.1936807916221426,1.187604287445212
2.9867364696091254,11.000056305545344
0.8917538748218874,3.666251012458302
-1.1453689437270038,0.702394720511875
0.1148309747023565,2.9145527708923686
-1.2821198238897584,2.107457246252324
-1.4464299974232826,0.2858590327514528
-2.315314675434053,1.5046095860247446
1.411586306610726,5.931415507598772
0.6641791646771473,4.525114713786199
1.6615680202026315,4.632677033912396
-2.914219163808242,2.4832365847170683
-2.843812135768763,2.901673853608962
2.2192963081597075,6.56176205568137
-2.5020487031658973,2.0873393582108406
-0.8364767869482783,-0.9783849986242849
-1.7949493575208386,-0.0674301131053829
-1.0708744520629447,-0.5474824742702644
0.7666230869779795,3.6656654521095695
2.69635455030261,9.118722089859425
-2.2438892442786385,0.201450123213809
-0.7638239293657803,1.7972661986423069
1.6687390483860307,7.276853250715968
0.5371126542954148,3.6687480363209466
0.166960574960687,2.788021867142992
-0.633359219388705,0.672297897794825
1.5413459284165878,3.505391095227775
1.5847237200600368,6.677497679378174
-0.7359496784261381,1.830712089787554
1.8069572562928515,5.529964241023482
-1.891753641462085,2.50688251555919
2.735092363206407,9.729404087449954
0.7859417717664612,2.530616927684457
-2.159425088152356,3.0886128637365764
0.6165545170133031,2.735566951241401
-0.7432578888536621,1.85892886220912
1.8633123556283653,5.181608246344229
-0.0669755016641202,2.0262254814705964
-2.198426942014555,0.8379256722669837
0.1035036780454072,2.9033385354251986
-0.483321160449456,2.99543364429754
0.810527087078186,3.127018318247994
0.0331976381228931,1.510191566099986
2.055071765134372,8.68685136316596
0.8641491167103466,2.901486320819282
-1.5861008155434932,0.7862071686930501
1.558527781658201,5.447475100363024
0.5125040577981617,4.356168373491753
